TIGHT n=18 m=140 tag=perturb g6=Q~~~~~~^|~x}z~|~~^~z~~n~nVw t=8.8s
TIGHT n=18 m=102 tag=perturb g6=Q~~Y|U~YlbxGbznjv]~oiVtymVG t=0.7s
TIGHT n=18 m=111 tag=perturb g6=Q~jVv|v^xmb~z~s|}b^jcyvlvu? t=2.4s
TIGHT n=18 m=94 tag=perturb g6=Q{hw~g~Jnna~lf^~YrR_sIB{TYo t=0.6s
TIGHT n=18 m=111 tag=perturb g6=Q}m}~|V^|~bNb}dz|h\josev|~w t=1.1s
TIGHT n=18 m=99 tag=perturb g6=Qfmq[cVNTzmvz^@Zn_Eg\nu~~^w t=0.8s
TIGHT n=18 m=112 tag=perturb g6=QlZI~N~n}ItjBn{]~^zp|mn~x^w t=1.8s
TIGHT n=18 m=99 tag=perturb g6=QGqw~~~^^Nynjb\]p^I`|Sk{ZxW t=1.2s
TIGHT n=18 m=107 tag=perturb g6=QglR~}}^s~b~r}}YzX|r~RZePVw t=0.5s
TIGHT n=18 m=107 tag=perturb g6=Q~\sk|v^}nE~w^t|NZ{a\^E}|rg t=0.4s
TIGHT n=18 m=96 tag=perturb g6=Ql\{jZsU]noMVW~~^zGUm~rUgN_ t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Qu\|~|tNDmFw~~fzlV~ELXFUlUo t=0.9s
TIGHT n=18 m=106 tag=perturb g6=Q~jwni~^~nojjFx~Z^xd|zFupWg t=1.7s
TIGHT n=18 m=96 tag=perturb g6=QDjYl^O~|v}yjkkvPk^drrFvkZO t=0.4s
TIGHT n=18 m=105 tag=perturb g6=Qz[|~ZnYtby@z~~Nler^^Ndu{Fo t=0.9s
TIGHT n=18 m=96 tag=perturb g6=Qxn^W[ghkZp~k\Jt]InbY~~l[\g t=0.6s
TIGHT n=18 m=100 tag=perturb g6=QV\n\lv^lRDvYlTRuJWgK|f~~^w t=0.6s
TIGHT n=18 m=105 tag=perturb g6=Qrvynt}UkjzA`[|~n]zz]]drnVw t=0.9s
TIGHT n=18 m=87 tag=perturb g6=QHqNqsbz|Veyjn{uDE|@psUfkZO t=0.3s
TIGHT n=18 m=106 tag=perturb g6=Qn^{tvo\xSx}z~xvnU{vNsJumNw t=0.7s
TIGHT n=18 m=113 tag=perturb g6=Q}~~\gr^~ydUn^T|nzng|ku~^Vw t=0.9s
TIGHT n=18 m=110 tag=perturb g6=Q~]xbr}[\||{z~|~m]{dnnRvaNg t=2.0s
TIGHT n=18 m=96 tag=perturb g6=Q`nTN~mFY~xJX^\~fWwq^bR{\[O t=0.3s
TIGHT n=18 m=113 tag=perturb g6=Qvnn~~~UnxxGblyv~]~N]p~jlMw t=0.5s
TIGHT n=18 m=92 tag=perturb g6=Q\F\~}x~}Jbm^mpQ@IZokFmMj]G t=0.3s
TIGHT n=18 m=109 tag=perturb g6=Q]^nbq{^[||y~~f~m\|sJnRe{^o t=0.6s
TIGHT n=18 m=106 tag=perturb g6=Qqzyn|^r}QnkFk|J~^yp|}jWY~w t=0.4s
TIGHT n=18 m=108 tag=perturb g6=Qfzr||v^{^f}z^s|~ZwH~we|rWO t=0.7s
TIGHT n=18 m=107 tag=perturb g6=QX{zf~~^ZJyNJ}[}~Ljdt]|{j^G t=0.4s
TIGHT n=18 m=104 tag=perturb g6=QsqNpz~^}~f~{a]LTnp@c~jnfzw t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Q{ZXN}~~zaJwhfx^~^zC|~n}xmw t=1.9s
TIGHT n=18 m=99 tag=perturb g6=Q|zG{vn~lFomBL~vFJrpnNfQzZg t=0.4s
TIGHT n=18 m=102 tag=perturb g6=QEz|n~nWLIxHhrt{pZj~Wp~{~vw t=0.4s
TIGHT n=18 m=103 tag=perturb g6=QzZXb~zn~fPV|oXvZBX~L|~{jKW t=0.4s
TIGHT n=18 m=99 tag=perturb g6=QLYGjF~j}IsxJnc^~^z@~}jYrNw t=0.6s
TIGHT n=18 m=110 tag=perturb g6=Q]M^~}tv[tXmxzlvnk~^^|]ufN_ t=1.8s
TIGHT n=18 m=102 tag=perturb g6=Ql}{jZsU]~omRZ~~^ZG]nnrU{Lg t=0.3s
TIGHT n=18 m=97 tag=perturb g6=QD}g|n~LeevyAv{N^^zuHK@Mz^w t=0.6s
TIGHT n=18 m=98 tag=perturb g6=QRZY^nnX{vFKhVd\VYzi`j~uzVg t=0.4s
TIGHT n=18 m=109 tag=perturb g6=Q~^~~~z^xzi`X~wlNufvVK{uhVW t=0.3s
TIGHT n=18 m=95 tag=perturb g6=QP{z~}VgZFrf_|[^FYYr{H~ybUw t=0.3s
TIGHT n=18 m=92 tag=perturb g6=Qv\vIZKtYUhaz~Vtjz{x\U}_BIW t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q~jwmm~V^nojjFx~Z^xd|zFupWg t=0.4s
TIGHT n=18 m=111 tag=perturb g6=Qzn}|{v]x}|v~~SZnjm`kLUznVw t=0.4s
TIGHT n=18 m=103 tag=perturb g6=Q@ZZ_ykfM|X]z~|~n^~KF}ru{^o t=0.4s
TIGHT n=18 m=89 tag=perturb g6=Q\itz{FbWMXjJypR}zkrYvUUlGo t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q@^~~{O]{|x}x|T~^^xqRi]hU^w t=0.4s
TIGHT n=18 m=90 tag=perturb g6=QrJndSV\\~avzjOInxchWwuRv\_ t=0.4s
TIGHT n=18 m=110 tag=perturb g6=QlyG~N~Vnqv`Bn|^~vzp|mn}yNw t=1.8s
TIGHT n=18 m=109 tag=perturb g6=Qvn^v{hG~xX}K|Lt~^|b^nl{{^w t=1.7s
TIGHT n=18 m=112 tag=perturb g6=QeL~]\VJ|~qzz~dzvhnbx{e~~^w t=1.8s
TIGHT n=18 m=107 tag=perturb g6=Qm}xu~l~k~baQe^b~]vz~K~x\bg t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Qz^zzz~Fl_enr}~Nles^^nTrmVo t=0.8s
TIGHT n=18 m=96 tag=perturb g6=Q?\nF~kM{~g~HzxryjlrzBvydQo t=0.4s
TIGHT n=18 m=111 tag=perturb g6=Q~l|lgvN|~F~z~tnnJ|bl|Ca|vw t=1.8s
TIGHT n=18 m=96 tag=perturb g6=Qlf~fmSvCnZ{z~L~n]PuDVEemY? t=0.3s
TIGHT n=18 m=120 tag=perturb g6=Qp^}||rvx~~zZyd|}Z]~|{~R~nw t=1.0s
TIGHT n=18 m=102 tag=perturb g6=Q|f~L{t^\Z|stqJ^nx|kcsud|]g t=1.8s
TIGHT n=18 m=108 tag=perturb g6=Q~~S}|uns~emx^t~nzzikVA}Prw t=0.9s
TIGHT n=18 m=111 tag=perturb g6=Q{rp~~j^}erf}nt^~V@p|~fyjVw t=1.0s
TIGHT n=18 m=97 tag=perturb g6=Q[|^~u{Z_Yb^jj?S|Y\qr^vy{uw t=0.4s
TIGHT n=18 m=98 tag=perturb g6=QlZGyLzn}Afbb`sJ~^zqlm|}j^g t=0.4s
TIGHT n=18 m=99 tag=perturb g6=Qun~k|VVwjBZ|yTyzZdj?{e}vNW t=0.4s
TIGHT n=18 m=117 tag=perturb g6=Q~f~~kuFtne~~~|sizny|{e|nnw t=2.6s
TIGHT n=18 m=104 tag=perturb g6=Q~h}~yP~~~eWzscozW~jbpvk|Zw t=0.9s
TIGHT n=18 m=101 tag=perturb g6=Q|yglf~}~n_zybproHzd|vjeuZw t=0.7s
TIGHT n=18 m=100 tag=perturb g6=Qljo~i}I|~ax`fz~Z^yd~~jqWI_ t=1.0s
TIGHT n=18 m=116 tag=perturb g6=Qi~zV~k^{~jnzu|nz^tq~^vw{Rw t=1.9s
TIGHT n=18 m=97 tag=perturb g6=Qu|zG[dVkptK|}Q]mmMpnxpf~^w t=0.4s
TIGHT n=18 m=82 tag=perturb g6=QRMXEkKaK}xx?{D]~zxuJ_yK[\w t=0.3s
TIGHT n=18 m=99 tag=perturb g6=Qu~u~uRmxvf^ubd^NX\`LdEi{tw t=0.3s
TIGHT n=18 m=107 tag=perturb g6=QUI}^vyQnqxwb~|~~L}Z}\zpzFw t=0.8s
TIGHT n=18 m=109 tag=perturb g6=QU~MZ|zN|sXUzl|ZnK]~~um}|vO t=0.6s
TIGHT n=18 m=109 tag=perturb g6=QTzZ~xrV}Nbgrkxv~M|_vv~~zVw t=0.8s
TIGHT n=18 m=106 tag=perturb g6=Q^M|v|vV~naKjyt~|H~jskcVf^w t=0.8s
TIGHT n=18 m=107 tag=perturb g6=Ql]W^vR^}Mrlzkx^JY~_l~z}z^w t=0.4s
TIGHT n=18 m=116 tag=perturb g6=Qz}v~f~}lziHXn|lNuv|~Nv~lVW t=0.8s
TIGHT n=18 m=98 tag=perturb g6=Q~jnHXfTnFcE~]T^mJHk~con~^w t=0.3s
TIGHT n=18 m=100 tag=perturb g6=Q^Sm|^tm[|{{kz~~r|kO\lAvbFo t=1.1s
TIGHT n=18 m=106 tag=perturb g6=Q~h~~zV]|byCz~|nkcr]^nvpGVo t=1.2s
TIGHT n=18 m=102 tag=perturb g6=Qvftd{v^\}Loz^K\mZlg|_qz~^w t=0.4s
TIGHT n=18 m=105 tag=perturb g6=Qi}Joyw^wLrfz}z~nz{ry~fygVw t=0.9s
TIGHT n=18 m=106 tag=perturb g6=Q{iXx}}z~kPgnl|Vf]|dw~n}x{w t=1.8s
TIGHT n=18 m=103 tag=perturb g6=Q|qx}u~UmlfDimlFu|qp[~~wy^w t=0.9s
TIGHT n=18 m=109 tag=perturb g6=Q}n]~|bNw~v~y]t]NZVaL\E}~vo t=1.2s
TIGHT n=18 m=116 tag=perturb g6=Qzl|t^P^|~fTz~T^zn^j|{e~{nw t=4.9s
TIGHT n=18 m=93 tag=perturb g6=QzV~V}YsOnbYb]|TJ{xvINpa~M? t=0.4s
TIGHT n=18 m=105 tag=perturb g6=Q|AX~}~^zmBghf\\]Zxdl~n}x{w t=1.7s
TIGHT n=18 m=109 tag=perturb g6=QMn|vww^}]ifz}l{jz|rzZvilVw t=0.6s
TIGHT n=18 m=114 tag=perturb g6=Q}mv~|^^t~bNb}dz|X|jx{i~|^W t=1.8s
TIGHT n=18 m=137 tag=perturb g6=Q~|~z^~^|~z]z~|~~^~z~~n~nVw t=2.4s
TIGHT n=18 m=103 tag=perturb g6=Q|Z^M~N^ybbnje[\\ZzR|IN]jVw t=1.1s
TIGHT n=18 m=132 tag=perturb g6=Q|~}~}v~x~z~~}l|}Z{^~zm~~nw t=0.5s
TIGHT n=18 m=99 tag=perturb g6=Qlf~Fns~llX{z~\UfDPuNNF}mQG t=0.4s
TIGHT n=18 m=99 tag=perturb g6=Q^nn|sFR|~n^jZPNjpjGTcu~jJO t=0.6s
TIGHT n=18 m=99 tag=perturb g6=QtGz|o~^}n}V}MOVJzxotstXy\w t=0.3s
TIGHT n=18 m=114 tag=perturb g6=Q|}r~|vF|Vf]x~{~~z~Ffya|~Go t=1.5s
TIGHT n=18 m=106 tag=perturb g6=Q|~|x}zAwx~Gb]|NfN|~UZmzhrw t=0.7s
TIGHT n=18 m=102 tag=perturb g6=QZ~Z~|gEh|hGr{Kvv^|vJ~d{M^W t=0.4s
TIGHT n=18 m=117 tag=perturb g6=Qzf~vksNt~E~t~|sizny||m~~nw t=1.0s
TIGHT n=18 m=95 tag=perturb g6=Qz}~^z~{^JIHX|oHN^r@H~TV@VG t=1.3s
TIGHT n=18 m=109 tag=perturb g6=Q~\^n~~Q|~\G~}emu}Tx[~VqkVo t=2.2s
TIGHT n=18 m=112 tag=perturb g6=Qzv}~k~LunE~t~{siofy||a~|~w t=1.7s
TIGHT n=18 m=104 tag=perturb g6=QTYY_v^]~bf|jn\\~NxR|]NymvW t=0.4s
TIGHT n=18 m=98 tag=perturb g6=Q~\RN}ZpwnJkzvM{ntwvVZRAJmW t=0.4s
TIGHT n=18 m=111 tag=perturb g6=Qe\n][VNt~pz}~dzvhnbx{e~~^w t=1.0s
TIGHT n=18 m=106 tag=perturb g6=Q~\nNJ~I^RXWxz|m]l~j@~r~}Ro t=0.4s
TIGHT n=18 m=103 tag=perturb g6=QnXyVjz~wdFmz|HFVZxPX~z|xxw t=0.7s
TIGHT n=18 m=105 tag=perturb g6=Q|qx}uvUmlFLjnlVv[yp[~~wynw t=1.9s
TIGHT n=18 m=109 tag=perturb g6=Q~~~tXfVl^d[~]T^mzLg~_qn~^w t=0.7s
TIGHT n=18 m=113 tag=perturb g6=Q^~zY~nT{Nx~z}z~zX|rzLJyhVW t=1.0s
TIGHT n=18 m=90 tag=perturb g6=Q|R^txPz|vd}BCcU@V|f`pU}{ZO t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Qv^UmyW~ss{uz~x|h[x~F~RunNo t=0.7s
TIGHT n=18 m=106 tag=perturb g6=Q~j|uVt~lDnBzslyfyvnrwe||No t=0.4s
TIGHT n=18 m=109 tag=perturb g6=Q}nvmwR^|n}}ruS}ujnjnyf}xRo t=1.1s
TIGHT n=18 m=110 tag=perturb g6=QmFu~~vO|NdJR}P~~zzjjzfn~Vo t=0.8s
TIGHT n=18 m=102 tag=perturb g6=Q~jo~xTnp~fMZ{svRj~fboY]|zO t=0.9s
TIGHT n=18 m=107 tag=perturb g6=Q]K[F~fN|~dnz~t~bZ~eDVF}Rvw t=1.9s
TIGHT n=18 m=114 tag=perturb g6=QT^{|~~U~rwGB~|~~}hzU^vx~Vw t=1.9s
TIGHT n=18 m=102 tag=perturb g6=QpFn|[|yTYnU}qT^uzKI~cun~~g t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Q}~~bn|NK\x}`^~vzJlr}^rym\O t=1.7s
TIGHT n=18 m=103 tag=perturb g6=Q}z}z\~v]aEmBl|]^^|TxmmGrUw t=0.4s
TIGHT n=18 m=100 tag=perturb g6=QR~[rCp}Wuvdu|Ll^~}RzudT~ow t=0.9s
TIGHT n=18 m=95 tag=perturb g6=QxgY~fO^{ErNjkx^Ni~_lylU}Vo t=1.5s
TIGHT n=18 m=91 tag=perturb g6=QM}}og{^ykaeJsrujZx~oB[}kVg t=0.9s
TIGHT n=18 m=103 tag=perturb g6=QvlpvgFV|uNF}jS^nvvg|ci}zvw t=0.4s
TIGHT n=18 m=104 tag=perturb g6=QdJH}N~nmAvzJmtZ~^zb|m|yJ^_ t=0.8s
TIGHT n=18 m=94 tag=perturb g6=Q^N`j|vkj|veyW`G^y~hmgAll^o t=0.3s
TIGHT n=18 m=96 tag=perturb g6=Q{zyLr~~mfufhmX@fSxX{{Ncy}O t=1.0s
TIGHT n=18 m=125 tag=perturb g6=Q~~l^ut^\~znzF|z}\~z~~n~~Gw t=2.2s
TIGHT n=18 m=108 tag=perturb g6=Q^~^~xw]|{o}y{^t^^|rH~c[Ivw t=0.5s
TIGHT n=18 m=99 tag=perturb g6=Q~gr}{Lkr^qWv~QluJ|Hk}uvxz_ t=1.1s
TIGHT n=18 m=104 tag=perturb g6=Q~~z|e}\^|nJz^TDlrbg|KuRktw t=0.4s
TIGHT n=18 m=95 tag=perturb g6=QpjPltuuBmumFkm]~~o\rkF{b^o t=0.3s
TIGHT n=18 m=108 tag=perturb g6=QFnFf|jH~xX}K|Lt~^~J~~l{[^o t=1.1s
TIGHT n=18 m=88 tag=perturb g6=QOhz`[vVmnsC{NaF}ZeWm_gf~^w t=0.3s
TIGHT n=18 m=94 tag=perturb g6=Q[luf}RF{Re~j}t^`zzfmm?K|KO t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q{IX~i~}z{BghnzN}Nxk\~n}xKw t=0.6s
TIGHT n=18 m=128 tag=perturb g6=Q~^~~~~]xzxMz^~^~]~~n~j^lVW t=0.5s
TIGHT n=18 m=107 tag=perturb g6=QynWgU{}tzxvjylnxzxRr^~}Yvw t=0.6s
TIGHT n=18 m=104 tag=perturb g6=QXuZm~~V]^yNai[}~Ljfp}l{j^G t=0.7s
TIGHT n=18 m=112 tag=perturb g6=QK{hUZx[~nvNjn\^~vzp|znmz^w t=1.1s
TIGHT n=18 m=109 tag=perturb g6=Q~l}{|TN|rfNZvdv^R~aJtU}|vw t=1.7s
TIGHT n=18 m=113 tag=perturb g6=Q}~Zn~\F{mZ~r|[ruSnHZ~n~|^g t=1.2s
TIGHT n=18 m=102 tag=perturb g6=Q~lt\{v\||Ltz|Lmeh^Wvwtp\\G t=0.4s
TIGHT n=18 m=107 tag=perturb g6=Q^fZ}kimpszHEhz~n^|q}]v~nVw t=0.4s
TIGHT n=18 m=114 tag=perturb g6=Q|z~~k}{|\xExzxo~E~~^~n~kUW t=1.1s
TIGHT n=18 m=108 tag=perturb g6=Q~j}v|P^xvenzTpnzrfjb|e\\Zw t=0.4s
TIGHT n=18 m=108 tag=perturb g6=QezYVNimw|blznlTVZxP|~n~z~w t=0.9s
TIGHT n=18 m=105 tag=perturb g6=Qr~^t\g]utXNYlLnz^\rz^~K{Ng t=0.6s
TIGHT n=18 m=105 tag=perturb g6=QunyLs~R{}mUjZTL~zNg|aq~~^w t=0.5s
TIGHT n=18 m=98 tag=perturb g6=Q[yzzfzZ~~ynbB\]pRI`|ak{ZxW t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Q^Nw~Xxn}a~rRN|^vZnY~mmmr|W t=0.6s
TIGHT n=18 m=104 tag=perturb g6=QDyx|^n^~NrnbfT]tVpp~}ksy]W t=0.4s
TIGHT n=18 m=118 tag=perturb g6=Q|n~|{vV|~nvz^T^dzng|cq~~^w t=2.2s
TIGHT n=18 m=95 tag=perturb g6=QThwziJJnn_x`v\Z^TzL\njwv[o t=0.6s
TIGHT n=18 m=104 tag=perturb g6=Qr~^eH`{~|xUykL~^^xprevk}Nw t=0.7s
TIGHT n=18 m=102 tag=perturb g6=QvK|Fy[r[vyYz~TZlLwpM~VvnNw t=0.9s
TIGHT n=18 m=97 tag=perturb g6=Qz^mR|\Y{vBI^te[h^xEvUVcfnw t=0.6s
TIGHT n=18 m=107 tag=perturb g6=Q~bzl]rvn~{`z^OOnzng|kr}|^w t=1.7s
TIGHT n=18 m=104 tag=perturb g6=Q|}v~^n^lq}WwTJ~V]^jUXJ^H[w t=0.4s
TIGHT n=18 m=103 tag=perturb g6=QEr|n~~[DJXlrvtsrXZy]t^|zbw t=1.0s
TIGHT n=18 m=93 tag=perturb g6=QRYyR^~^\N~NhB\[~^CPdUkwZpG t=0.4s
TIGHT n=18 m=120 tag=perturb g6=Q|nn~~Vs^~|^e^|~}]Y^N~n~LTW t=1.1s
TIGHT n=18 m=102 tag=perturb g6=Qrj\v}OYs|x}x|T~^^{qRY]gm^w t=0.9s
TIGHT n=18 m=106 tag=perturb g6=Q|]}~}h}|znWJ]hd{}JVVnUtn{W t=1.0s
TIGHT n=18 m=99 tag=perturb g6=Q~V^N}wtSnm]eYx^J^jZZNOu\Yo t=0.4s
TIGHT n=18 m=101 tag=perturb g6=Q~TDBStKt}azz~d~|ryb}]no|Vw t=0.8s
TIGHT n=18 m=112 tag=perturb g6=Qo~^|}{Yk~y~ry}mzZ|Rr^vykvw t=0.5s
TIGHT n=18 m=94 tag=perturb g6=Qtgz|o~^{LfV{KOVJzxq|stXa\w t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Q|n~~LEN{}d~x~~Vvi~jPkc~U~G t=1.1s
TIGHT n=18 m=95 tag=perturb g6=QWYO^v~^]N}njb[[~Fg`|UkwZxW t=1.3s
TIGHT n=18 m=117 tag=perturb g6=Q~l~~~uNp{F~yvt~f\~i\|Av|~w t=1.2s
TIGHT n=18 m=95 tag=perturb g6=Q[Izn|[A|jpGZK|~~]xxzdVzhF? t=0.4s
TIGHT n=18 m=108 tag=perturb g6=Q|jp~|TJ^vf}ZzsvRj~nbxV}{z? t=1.7s
TIGHT n=18 m=100 tag=perturb g6=Q~wry{}[r^qQz~QduJ||Kymfxz_ t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Q\]vfr|fxxP]z~X|j\{aLfRunfo t=0.4s
TIGHT n=18 m=99 tag=perturb g6=Q|ikvyP~~zmIzsd_fZvjbwe||Zo t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Qm^}V~f^{~~k~utYNNhEX~Buf~w t=0.5s
TIGHT n=18 m=113 tag=perturb g6=Q~nnnhV}N||^S\|~mZInl|nll^W t=0.7s
TIGHT n=18 m=112 tag=perturb g6=Qf~f~]^\{eLmrx|~~^rrN|v\lYW t=1.9s
TIGHT n=18 m=98 tag=perturb g6=Q~YPV~pv\xz|h^~TAL\rYrVQduW t=0.4s
TIGHT n=18 m=108 tag=perturb g6=Qb|^tz~]lzzWMn[f^]~}Wjv|JTw t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Q~Nrz|z{xpFny\ol^j~hmwe||Zo t=0.8s
TIGHT n=18 m=112 tag=perturb g6=Q}x~n|vz|~fzj~v~ePvAHBZvnfw t=0.7s
TIGHT n=18 m=95 tag=perturb g6=Q|~prv\Z{NRrIfXENBXo`~n}ytG t=0.4s
TIGHT n=18 m=117 tag=perturb g6=Qpjr~|v^~~~}z~s~~qwj~Gs||Zo t=2.0s
TIGHT n=18 m=109 tag=perturb g6=Q~jq|{u^{~fezvsf~z~jnoe\\Ro t=1.7s
TIGHT n=18 m=103 tag=perturb g6=Qunn~~~GL|xGrlgq~{}PEzz^mFw t=0.5s
TIGHT n=18 m=91 tag=perturb g6=QItXTS[kWpXUyt\OfmhvV~v{m^w t=0.4s
TIGHT n=18 m=121 tag=perturb g6=Q~n~|{v^|~nvz^D^fzfg|ku~~^w t=2.0s
TIGHT n=18 m=114 tag=perturb g6=Qm\vfvi}W|\{z~^^n^xu^}Tun}w t=0.9s
TIGHT n=18 m=98 tag=perturb g6=QHXXi~FSLH`}jn{r|~yLm[fe~~w t=1.5s
TIGHT n=18 m=105 tag=perturb g6=QVY{~~^SypxGb~txN]vjW^vx^vw t=0.7s
TIGHT n=18 m=103 tag=perturb g6=Qyb}l[vU|~kdp^R]~jfa|mR~T^W t=0.7s
TIGHT n=18 m=98 tag=perturb g6=Q}ZYV{X\sN`lITHzV`}r\~n}}Xw t=0.6s
TIGHT n=18 m=106 tag=perturb g6=Q^|\P{kMG|Z}}\\}fU|rN~v{m^w t=2.2s
TIGHT n=18 m=112 tag=perturb g6=Qy~xNxhz|mz~r|\z}Uh?Z~n~}^g t=0.9s
TIGHT n=18 m=111 tag=perturb g6=Qty|{z~ylwrQDqd~~]~T]~v~nVw t=0.8s
TIGHT n=18 m=103 tag=perturb g6=Qqzyn|^r~AmmFilZ~^xd|}hWP~o t=0.6s
TIGHT n=18 m=97 tag=perturb g6=QZ\nxZ~^loccr}ZMlevX~nSbeV_ t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Q^lbLxyn~[z{x~|Nnxhhmwe||Zo t=0.4s
TIGHT n=18 m=102 tag=perturb g6=Q~|^{q~U}rPcbvl|~zi{VmYygVO t=0.8s
TIGHT n=18 m=100 tag=perturb g6=QrYJe~~UqbjnJm\\\LzRvuNNnuO t=0.7s
TIGHT n=18 m=106 tag=perturb g6=Qz[|~~z]lhy@zf~Nler^^NTukVo t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Q~nq^|XVtvf}zss~^z~hboel}X_ t=1.2s
TIGHT n=18 m=101 tag=perturb g6=QvUni~{nWvW}}~\Kk^xU]NV}aMo t=0.4s
TIGHT n=18 m=104 tag=perturb g6=Q~~z|sz\\{kAz^DVnzjg|kuZhtw t=0.6s
TIGHT n=18 m=116 tag=perturb g6=Qv~z~~{^|^X~z}||rJ|rXZvqhVW t=2.2s
TIGHT n=18 m=108 tag=perturb g6=Q^\Nz|pn~NDZ~nn~~jRbD[Fs|vg t=0.8s
TIGHT n=18 m=99 tag=perturb g6=QY]naYeVW~oIrz|~nUK~n~Ru{To t=0.8s
TIGHT n=18 m=94 tag=perturb g6=Q{YGN|ZVu^omy|HJRA}wL~n}yPw t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Qmxq~|u\|zdxn|s~nz~iG`t}lm_ t=0.5s
TIGHT n=18 m=107 tag=perturb g6=Q~^pzlj^~@qFh~{\}FZd|jn{lvw t=0.4s
TIGHT n=18 m=111 tag=perturb g6=Qf~ZR~~]l^hWbnX~~]|~[jvLnVg t=1.0s
TIGHT n=18 m=113 tag=perturb g6=QyxzV|v\|~fzh^t~mZ~yGdN}|vw t=0.4s
TIGHT n=18 m=102 tag=perturb g6=QlDv~xvMt~l[z~olm\~aLteuLro t=0.4s
TIGHT n=18 m=93 tag=perturb g6=QNN_dgi{IL^zWF|zf]kNzNV}VMo t=0.4s
TIGHT n=18 m=95 tag=perturb g6=Q^Mpjlv}hdVniY_HVz|xmgc|~Yo t=0.4s
TIGHT n=18 m=98 tag=perturb g6=QthzzizJv~_x`v\S^Vzl|LnouWo t=0.3s
TIGHT n=18 m=104 tag=perturb g6=QgzV}~zIx^iwZ}{zZR{vx^F}vFO t=1.1s
TIGHT n=18 m=97 tag=perturb g6=Qu~}}cRcxef^ubd^^Z\hldEi{tw t=0.4s
TIGHT n=18 m=108 tag=perturb g6=Q|ZwY|~neavzBn\^~~yR\liez^w t=1.1s
TIGHT n=18 m=110 tag=perturb g6=Q^n~~~zY|zqOzv{ft]nyV~E`~RW t=1.0s
TIGHT n=18 m=110 tag=perturb g6=QxvmMNV^Xm|r~m`{kZ~|~Y~~{kw t=0.4s
TIGHT n=18 m=97 tag=perturb g6=Q^]rfr|exwXwz~X|j[{AKFrunfo t=0.6s
TIGHT n=18 m=108 tag=perturb g6=Q^n~lw~lhz~tr~TYnyMg|iyznFo t=0.5s
TIGHT n=18 m=110 tag=perturb g6=Qx~}]nV^Xmo^|eo{kZ~|~Y~~ykw t=0.5s
TIGHT n=18 m=111 tag=perturb g6=Q|zV^\s\lmFm}^s~~~}ljyFv~Bo t=0.8s
TIGHT n=18 m=113 tag=perturb g6=Qfvt|mVT[nlmz~n~~^ovF|f|n]W t=0.7s
TIGHT n=18 m=97 tag=perturb g6=Q^JwfM~^znojjFw~z^ydxPDu`Ww t=0.7s
TIGHT n=18 m=117 tag=perturb g6=QzN~~\n\t~@tr~ttzzmz|}e~v^o t=1.1s
TIGHT n=18 m=111 tag=perturb g6=QM~~}lm|h|wuz~nzzVrp~lvyaVO t=1.9s
TIGHT n=18 m=108 tag=perturb g6=QxRxu~~N^ffnfji~}\RpZ^YynUw t=0.5s
TIGHT n=18 m=118 tag=perturb g6=Q^nv~{v\|unM~~s^Nx~jngf~~Zo t=0.8s
TIGHT n=18 m=110 tag=perturb g6=Q|or~|~^zVy]z}uluzzxmwddt|o t=1.1s
TIGHT n=18 m=99 tag=perturb g6=Qv~~nRfWlsxGbhwv}cvXIxv~eVw t=0.4s
TIGHT n=18 m=113 tag=perturb g6=Qf|zv^}^ht~^b||B|]|Uxivn~Vg t=1.1s
TIGHT n=18 m=100 tag=perturb g6=Q}zz{KUft~NujtlwfzxLn}WI\Mo t=0.4s
TIGHT n=18 m=102 tag=perturb g6=Qr~Zt\g]utXNZLKnz^Trz^~M{NG t=0.4s
TIGHT n=18 m=96 tag=perturb g6=QnJvvpO\|}emRsut^z~aboQ||Po t=0.4s
TIGHT n=18 m=103 tag=perturb g6=Qz~ZqOx]{z|}Y|H}J]|zZvlc{\g t=0.6s
TIGHT n=18 m=98 tag=perturb g6=QsyNbz~^}|F^cE]LTLp@c~mnfzw t=0.4s
TIGHT n=18 m=102 tag=perturb g6=QffRlkvm|~~t~^t]nkh?[~`zplG t=0.4s
TIGHT n=18 m=100 tag=perturb g6=Q|ZhY\zneavzJn\f~~yQ\dauZ\_ t=0.4s
TIGHT n=18 m=101 tag=perturb g6=Q]F}yLVRl|ZzzXbx|w|Jh{av^]w t=0.9s
TIGHT n=18 m=100 tag=perturb g6=QZy^akpnguhuqMh|~^{rTuvL}}w t=0.4s
